severity,chain,name,kind,detail
error,Red Robin,"Copper Ridge Cabernet Sauvignon, 9 oz",atwater,"220 ккал, макросы объясняют только 40 (82%) — алкоголь или потерянный макрос"
error,Red Robin,"Copper Ridge Chardonnay, 6 oz",atwater,"140 ккал, макросы объясняют только 24 (83%) — алкоголь или потерянный макрос"
error,Red Robin,"Copper Ridge Chardonnay, 9 oz",atwater,"220 ккал, макросы объясняют только 40 (82%) — алкоголь или потерянный макрос"
error,Red Robin,"Copper Ridge Merlot, 6 oz",atwater,"150 ккал, макросы объясняют только 28 (81%) — алкоголь или потерянный макрос"
error,Red Robin,"Copper Ridge Merlot, 9 oz",atwater,"220 ккал, макросы объясняют только 48 (78%) — алкоголь или потерянный макрос"
warning,Red Robin,"Copper Ridge White Zinfandel, 6 oz",atwater,"130 ккал, макросы объясняют только 40 (69%) — алкоголь или потерянный макрос"
warning,Red Robin,"Copper Ridge White Zinfandel, 9 oz",atwater,"190 ккал, макросы объясняют только 60 (68%) — алкоголь или потерянный макрос"
warning,Red Robin,Corona Extra,atwater,"150 ккал, макросы объясняют только 60 (60%) — алкоголь или потерянный макрос"
error,Red Robin,"Cupcake Merlot, 6 oz",atwater,"160 ккал, макросы объясняют только 28 (82%) — алкоголь или потерянный макрос"
error,Red Robin,"Cupcake Merlot, 9 oz",atwater,"230 ккал, макросы объясняют только 44 (81%) — алкоголь или потерянный макрос"
error,Red Robin,"Cupcake Sauvignon Blanc, 6 oz",atwater,"130 ккал, макросы объясняют только 20 (85%) — алкоголь или потерянный макрос"
error,Red Robin,"Cupcake Sauvignon Blanc, 9 oz",atwater,"200 ккал, макросы объясняют только 28 (86%) — алкоголь или потерянный макрос"
warning,Red Robin,Deschutes Mirror Pond Pale Ale,atwater,"170 ккал, макросы объясняют только 64 (62%) — алкоголь или потерянный макрос"
error,Red Robin,"Ecco Domani Pinot Grigio, 6 oz",atwater,"150 ккал, макросы объясняют только 16 (89%) — алкоголь или потерянный макрос"
error,Red Robin,"Ecco Domani Pinot Grigio, 9 oz",atwater,"230 ккал, макросы объясняют только 24 (90%) — алкоголь или потерянный макрос"
warning,Red Robin,Electric Watermelon,atwater,"380 ккал, макросы объясняют только 208 (45%) — алкоголь или потерянный макрос"
warning,Red Robin,Flat on Your Beak,atwater,"370 ккал, макросы объясняют только 196 (47%) — алкоголь или потерянный макрос"
warning,Red Robin,Guinness,atwater,"120 ккал, макросы объясняют только 40 (67%) — алкоголь или потерянный макрос"
warning,Red Robin,Heineken,atwater,"140 ккал, макросы объясняют только 48 (66%) — алкоголь или потерянный макрос"
error,Red Robin,"Hogue Pinot Grigio, 6 oz",atwater,"120 ккал, макросы объясняют только 24 (80%) — алкоголь или потерянный макрос"
error,Red Robin,"Hogue Pinot Grigio, 9 oz",atwater,"180 ккал, макросы объясняют только 32 (82%) — алкоголь или потерянный макрос"
warning,Red Robin,House Margarita,atwater,"220 ккал, макросы объясняют только 124 (44%) — алкоголь или потерянный макрос"
error,Red Robin,"Jacobs Creek Chardonnay, 6 oz",atwater,"130 ккал, макросы объясняют только 4 (97%) — алкоголь или потерянный макрос"
error,Red Robin,"Jacobs Creek Chardonnay, 9 oz",atwater,"200 ккал, макросы объясняют только 4 (98%) — алкоголь или потерянный макрос"
error,Red Robin,"Jacobs Creek Shiraz, 9 oz",atwater,"200 ккал, макросы объясняют только 4 (98%) — алкоголь или потерянный макрос"
error,Red Robin,"Kendall Jackson Merlot, 6 oz",atwater,"160 ккал, макросы объясняют только 20 (88%) — алкоголь или потерянный макрос"
error,Red Robin,"Kendall Jackson Merlot, 9 oz",atwater,"230 ккал, макросы объясняют только 28 (88%) — алкоголь или потерянный макрос"
error,Red Robin,"Kendall Jackson V R Chardonnay, 6 oz",atwater,"140 ккал, макросы объясняют только 20 (86%) — алкоголь или потерянный макрос"
error,Red Robin,"Kendall Jackson V R Chardonnay, 9 oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
warning,Red Robin,Killians Irish Red,atwater,"170 ккал, макросы объясняют только 68 (60%) — алкоголь или потерянный макрос"
warning,Red Robin,Lagunitas IPA,atwater,"180 ккал, макросы объясняют только 68 (62%) — алкоголь или потерянный макрос"
