severity,chain,name,kind,detail
warning,Olive Garden,Milan Mai Tai,atwater,"260 ккал, макросы объясняют только 168 (35%) — алкоголь или потерянный макрос"
warning,Olive Garden,Moscow Mule,atwater,"170 ккал, макросы объясняют только 68 (60%) — алкоголь или потерянный макрос"
warning,Olive Garden,"Peach Sangria, Glass",atwater,"230 ккал, макросы объясняют только 140 (39%) — алкоголь или потерянный макрос"
warning,Olive Garden,"Peach Sangria, Pitcher",atwater,"940 ккал, макросы объясняют только 576 (39%) — алкоголь или потерянный макрос"
warning,Olive Garden,Raspberry Italian Ice Mule,atwater,"230 ккал, макросы объясняют только 108 (53%) — алкоголь или потерянный макрос"
error,Olive Garden,Raspberry Lemonade,atwater,"170 ккал, макросы объясняют только 40 (76%) — алкоголь или потерянный макрос"
warning,Olive Garden,"Raspberry Lemonade, Kids",atwater,"110 ккал, макросы объясняют только 28 (75%) — алкоголь или потерянный макрос"
error,Olive Garden,"Reds Menu, Bottle",atwater,"660 ккал, макросы объясняют только 84 (87%) — алкоголь или потерянный макрос"
error,Olive Garden,"Reds Menu, Glass",atwater,"160 ккал, макросы объясняют только 20 (88%) — алкоголь или потерянный макрос"
error,Olive Garden,"Reds Menu, Magnum Bottle",atwater,"1310 ккал, макросы объясняют только 176 (87%) — алкоголь или потерянный макрос"
error,Olive Garden,"Reds, Glass",atwater,"160 ккал, макросы объясняют только 20 (88%) — алкоголь или потерянный макрос"
error,Olive Garden,"Reds, Magnum Bottle",atwater,"1310 ккал, макросы объясняют только 176 (87%) — алкоголь или потерянный макрос"
error,Olive Garden,"Reds, Quartino",atwater,"230 ккал, макросы объясняют только 32 (86%) — алкоголь или потерянный макрос"
warning,Olive Garden,Regular Bottle,atwater,"150 ккал, макросы объясняют только 48 (68%) — алкоголь или потерянный макрос"
warning,Olive Garden,"Regular Draft, 16 fl oz",atwater,"230 ккал, макросы объясняют только 76 (67%) — алкоголь или потерянный макрос"
warning,Olive Garden,"Regular Draft, 22 fl oz",atwater,"310 ккал, макросы объясняют только 104 (66%) — алкоголь или потерянный макрос"
warning,Olive Garden,Sangarita,atwater,"230 ккал, макросы объясняют только 100 (57%) — алкоголь или потерянный макрос"
error,Olive Garden,"White & Rose Menu, Magnum Bottle",atwater,"1250 ккал, макросы объясняют только 132 (89%) — алкоголь или потерянный макрос"
error,Olive Garden,"Whites & Rose Menu, Glass",atwater,"150 ккал, макросы объясняют только 16 (89%) — алкоголь или потерянный макрос"
error,Olive Garden,"Whites & Rose Menu, Quartino",atwater,"220 ккал, макросы объясняют только 24 (89%) — алкоголь или потерянный макрос"
error,Olive Garden,"Whites & Rose, Glass",atwater,"150 ккал, макросы объясняют только 16 (89%) — алкоголь или потерянный макрос"
error,Olive Garden,"Whites & Rose, Magnum Bottle",atwater,"1250 ккал, макросы объясняют только 132 (89%) — алкоголь или потерянный макрос"
error,Olive Garden,"Whites & Rose, Quartino",atwater,"220 ккал, макросы объясняют только 24 (89%) — алкоголь или потерянный макрос"
error,On the Border,3 Corn Tortillas,atwater,макросы дают 174 ккал против заявленных 130 (+34%)
warning,On the Border,Border Sampler,portion,2180 ккал — вероятно целая порция на компанию
warning,On the Border,Stacked Nachos,portion,2280 ккал — вероятно целая порция на компанию
error,Outback Steakhouse,Grilled Chicken On The Barbie w/ Broccoli & Apple Juice,atwater,макросы дают 644 ккал против заявленных 310 (+108%)
error,Panera Bread,Joia Grapefruit Soda,atwater,макросы дают 144 ккал против заявленных 110 (+31%)
warning,Papa John's,16 Garlic Parmesan Wings,portion,2080 ккал — вероятно целая порция на компанию
warning,Papa John's,24 Garlic Parmesan Wings,portion,3120 ккал — вероятно целая порция на компанию
warning,Papa John's,24 Unsauced Roasted Wings,portion,2430 ккал — вероятно целая порция на компанию
warning,Papa John's,24 Wings w/ BBQ Sauce,portion,2630 ккал — вероятно целая порция на компанию
warning,Papa John's,24 Wings w/ Buffalo Sauce,portion,2510 ккал — вероятно целая порция на компанию
warning,Papa John's,24 Wings w/ Honey Chipotle Sauce,portion,2710 ккал — вероятно целая порция на компанию
error,Papa John's,32 Garlic Parmesan Wings,range,protein=273.0 выше потолка 250
warning,Papa John's,32 Garlic Parmesan Wings,portion,4160 ккал — вероятно целая порция на компанию
error,Papa John's,32 Unsauced Roasted Wings,range,protein=265.0 выше потолка 250
warning,Papa John's,32 Unsauced Roasted Wings,portion,3240 ккал — вероятно целая порция на компанию
error,Papa John's,32 Wings w/ BBQ Sauce,range,protein=267.0 выше потолка 250
warning,Papa John's,32 Wings w/ BBQ Sauce,portion,3500 ккал — вероятно целая порция на компанию
error,Papa John's,32 Wings w/ Buffalo Sauce,range,protein=267.0 выше потолка 250
warning,Papa John's,32 Wings w/ Buffalo Sauce,portion,3340 ккал — вероятно целая порция на компанию
error,Papa John's,32 Wings w/ Honey Chipotle Sauce,range,protein=267.0 выше потолка 250
warning,Papa John's,32 Wings w/ Honey Chipotle Sauce,portion,3610 ккал — вероятно целая порция на компанию
warning,Papa John's,45 Chicken Poppers,portion,2390 ккал — вероятно целая порция на компанию
error,Papa John's,50 Garlic Parmesan Wings,range,kcal=6500.0 выше потолка 5000
error,Papa John's,50 Garlic Parmesan Wings,range,protein=427.0 выше потолка 250
error,Papa John's,50 Garlic Parmesan Wings,range,fat=507.0 выше потолка 400
warning,Papa John's,50 Garlic Parmesan Wings,portion,6500 ккал — вероятно целая порция на компанию
error,Papa John's,50 Unsauced Roasted Wings,range,kcal=5060.0 выше потолка 5000
error,Papa John's,50 Unsauced Roasted Wings,range,protein=415.0 выше потолка 250
warning,Papa John's,50 Unsauced Roasted Wings,portion,5060 ккал — вероятно целая порция на компанию
error,Papa John's,50 Wings w/ BBQ Sauce,range,kcal=5470.0 выше потолка 5000
error,Papa John's,50 Wings w/ BBQ Sauce,range,protein=418.0 выше потолка 250
warning,Papa John's,50 Wings w/ BBQ Sauce,portion,5470 ккал — вероятно целая порция на компанию
error,Papa John's,50 Wings w/ Buffalo Sauce,range,kcal=5220.0 выше потолка 5000
error,Papa John's,50 Wings w/ Buffalo Sauce,range,protein=417.0 выше потолка 250
warning,Papa John's,50 Wings w/ Buffalo Sauce,portion,5220 ккал — вероятно целая порция на компанию
error,Papa John's,50 Wings w/ Honey Chipotle Sauce,range,kcal=5640.0 выше потолка 5000
error,Papa John's,50 Wings w/ Honey Chipotle Sauce,range,protein=417.0 выше потолка 250
warning,Papa John's,50 Wings w/ Honey Chipotle Sauce,portion,5640 ккал — вероятно целая порция на компанию
warning,Papa John's,60 Chicken Poppers,portion,3180 ккал — вероятно целая порция на компанию
error,Papa John's,"Hawaiian Punch, 2 Liter",range,protein=279.0 выше потолка 250
warning,Papa John's,"Hawaiian on Original Crust, Extra Large, 1 Slice",atwater,"310 ккал, макросы объясняют только 209 (33%) — алкоголь или потерянный макрос"
warning,Papa John's,"Pepperoni, for Pan Crust",atwater,"50 ккал, макросы объясняют только 31 (38%) — алкоголь или потерянный макрос"
error,Papa John's,"White Pizza on Thin Crust, 1 Slice",atwater,макросы дают 299 ккал против заявленных 210 (+42%)
error,Papa Murphy's,Bleu Cheese Dressing,atwater,макросы дают 548 ккал против заявленных 150 (+265%)
error,Papa Murphy's,Chocolate Chip Cookie,atwater,макросы дают 1952 ккал против заявленных 1390 (+40%)
error,Papa Murphy's,"Chocolate Chip Cookie, 1 Slice",atwater,макросы дают 243 ккал против заявленных 170 (+43%)
warning,Papa Murphy's,Smores Dessert Pizza,portion,2050 ккал — вероятно целая порция на компанию
warning,Perkins,Alaskan Amber,atwater,"180 ккал, макросы объясняют только 80 (56%) — алкоголь или потерянный макрос"
warning,Perkins,Alexander Keiths,atwater,"150 ккал, макросы объясняют только 44 (71%) — алкоголь или потерянный макрос"
warning,Perkins,AmberBock,atwater,"170 ккал, макросы объясняют только 64 (62%) — алкоголь или потерянный макрос"
warning,Perkins,Arthur Guiness,atwater,"130 ккал, макросы объясняют только 40 (69%) — алкоголь или потерянный макрос"
warning,Perkins,Bacardi Strawberry,atwater,"230 ккал, макросы объясняют только 132 (43%) — алкоголь или потерянный макрос"
error,Perkins,Beringer White Zinfandel,atwater,"100 ккал, макросы объясняют только 20 (80%) — алкоголь или потерянный макрос"
warning,Perkins,Blue Moon,atwater,"160 ккал, макросы объясняют только 60 (62%) — алкоголь или потерянный макрос"
warning,Perkins,Boulevard Wheat,atwater,"130 ккал, макросы объясняют только 68 (48%) — алкоголь или потерянный макрос"
error,Perkins,Brownstone Cabernet,atwater,"120 ккал, макросы объясняют только 20 (83%) — алкоголь или потерянный макрос"
error,Perkins,Brownstone Chardonnay,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Brownstone Merlot,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Brownstone Moscato,atwater,"130 ккал, макросы объясняют только 48 (63%) — алкоголь или потерянный макрос"
error,Perkins,Brownstone Pinot Grigio,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,Brownstone Syrah,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Brownstone White Zinfandel,atwater,"110 ккал, макросы объясняют только 20 (82%) — алкоголь или потерянный макрос"
warning,Perkins,Bud Light,atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
warning,Perkins,Budweiser,atwater,"150 ккал, макросы объясняют только 48 (68%) — алкоголь или потерянный макрос"
error,Perkins,Cabernet,atwater,"120 ккал, макросы объясняют только 20 (83%) — алкоголь или потерянный макрос"
error,Perkins,Cedar Creek Pinot Gris,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,Chardonnay,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Coors Banquet,atwater,"150 ккал, макросы объясняют только 48 (68%) — алкоголь или потерянный макрос"
warning,Perkins,Coors Light,atwater,"100 ккал, макросы объясняют только 44 (56%) — алкоголь или потерянный макрос"
warning,Perkins,Copa Chardonnay,atwater,"150 ккал, макросы объясняют только 40 (73%) — алкоголь или потерянный макрос"
error,Perkins,Copa Merlot,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Copa Pinot,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Copa Zinfandel,atwater,"130 ккал, макросы объясняют только 16 (88%) — алкоголь или потерянный макрос"
error,Perkins,Copper Moon Sauvignon Blanc,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
warning,Perkins,Corona Extra,atwater,"150 ккал, макросы объясняют только 52 (65%) — алкоголь или потерянный макрос"
warning,Perkins,Fat Tire,atwater,"160 ккал, макросы объясняют только 56 (65%) — алкоголь или потерянный макрос"
error,Perkins,Gallo Cabernet,atwater,"110 ккал, макросы объясняют только 4 (96%) — алкоголь или потерянный макрос"
error,Perkins,Gallo Chardonnay,atwater,"100 ккал, макросы объясняют только 4 (96%) — алкоголь или потерянный макрос"
error,Perkins,Gallo Merlot,atwater,"110 ккал, макросы объясняют только 20 (82%) — алкоголь или потерянный макрос"
error,Perkins,Gerwurtztraminer,atwater,"130 ккал, макросы объясняют только 28 (78%) — алкоголь или потерянный макрос"
warning,Perkins,Heineken,atwater,"150 ккал, макросы объясняют только 56 (63%) — алкоголь или потерянный макрос"
warning,Perkins,India Pale Ale,atwater,"150 ккал, макросы объясняют только 44 (71%) — алкоголь или потерянный макрос"
warning,Perkins,Jackson Triggs Malbec,atwater,"120 ккал, макросы объясняют только 40 (67%) — алкоголь или потерянный макрос"
warning,Perkins,Jackson Triggs Merlot,atwater,"120 ккал, макросы объясняют только 40 (67%) — алкоголь или потерянный макрос"
error,Perkins,Jackson Triggs Sauvignon Blanc,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,Labatt Blue,atwater,"150 ккал, макросы объясняют только 20 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Labatt Blue Light,atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
warning,Perkins,Leinenkugal Honey Weiss,atwater,"150 ккал, макросы объясняют только 56 (63%) — алкоголь или потерянный макрос"
error,Perkins,Merlot,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Michelob,atwater,"160 ккал, макросы объясняют только 52 (68%) — алкоголь или потерянный макрос"
warning,Perkins,Michelob Golden Draft Light,atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
warning,Perkins,Michelob Light,atwater,"120 ккал, макросы объясняют только 40 (67%) — алкоголь или потерянный макрос"
error,Perkins,Michelob Ultra,atwater,"100 ккал, макросы объясняют только 16 (84%) — алкоголь или потерянный макрос"
warning,Perkins,Miller Genuine Draft,atwater,"140 ккал, макросы объясняют только 56 (60%) — алкоголь или потерянный макрос"
warning,Perkins,Miller High Life,atwater,"140 ккал, макросы объясняют только 56 (60%) — алкоголь или потерянный макрос"
error,Perkins,Mini Oatmeal Cranberry Cookie,atwater,макросы дают 199 ккал против заявленных 150 (+33%)
warning,Perkins,Molson Canadian Ale,atwater,"150 ккал, макросы объясняют только 48 (68%) — алкоголь или потерянный макрос"
warning,Perkins,Molson Old Style Pilsner,atwater,"150 ккал, макросы объясняют только 40 (73%) — алкоголь или потерянный макрос"
warning,Perkins,Moosehead,atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
warning,Perkins,Moscato,atwater,"130 ккал, макросы объясняют только 48 (63%) — алкоголь или потерянный макрос"
error,Perkins,Naked Grape Chardonnay,atwater,"120 ккал, макросы объясняют только 4 (97%) — алкоголь или потерянный макрос"
warning,Perkins,New Castle Brown Ale,atwater,"140 ккал, макросы объясняют только 56 (60%) — алкоголь или потерянный макрос"
error,Perkins,Oatmeal Cranberry Cookie,atwater,макросы дают 390 ккал против заявленных 290 (+34%)
error,Perkins,Pasqua Pinot Grigio Italy,atwater,"110 ккал, макросы объясняют только 8 (93%) — алкоголь или потерянный макрос"
error,Perkins,Peller Estates Shiraz,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
warning,Perkins,Pick 4 Sampler,portion,2110 ккал — вероятно целая порция на компанию
error,Perkins,Pinot Grigio,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,Pinot Noir,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Quails Gate Pinot Noir,atwater,"150 ккал, макросы объясняют только 20 (87%) — алкоголь или потерянный макрос"
error,Perkins,Red Wine Blend,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Rickards Red Beer,atwater,"160 ккал, макросы объясняют только 44 (72%) — алкоголь или потерянный макрос"
error,Perkins,Riesling,atwater,"120 ккал, макросы объясняют только 24 (80%) — алкоголь или потерянный макрос"
warning,Perkins,Rolling Rock,atwater,"130 ккал, макросы объясняют только 44 (66%) — алкоголь или потерянный макрос"
warning,Perkins,Sam Adams Boston Lager,atwater,"170 ккал, макросы объясняют только 80 (53%) — алкоголь или потерянный макрос"
error,Perkins,Santa Carolina Cabernet Chile,atwater,"120 ккал, макросы объясняют только 20 (83%) — алкоголь или потерянный макрос"
error,Perkins,Santa Carolina Chardonnay Chile,atwater,"120 ккал, макросы объясняют только 20 (83%) — алкоголь или потерянный макрос"
error,Perkins,Santa Carolina Merlot Chile,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Santa Carolina Shiraz Chile,atwater,"130 ккал, макросы объясняют только 16 (88%) — алкоголь или потерянный макрос"
error,Perkins,Sauvignon Blanc,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,Shiraz,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Smirnoff Grape,atwater,"230 ккал, макросы объясняют только 144 (37%) — алкоголь или потерянный макрос"
error,Perkins,Smirnoff Green Apple,atwater,макросы дают 700 ккал против заявленных 180 (+289%)
error,Perkins,Sparkling Brut,atwater,"80 ккал, макросы объясняют только 4 (95%) — алкоголь или потерянный макрос"
warning,Perkins,Spotted Cow,atwater,"150 ккал, макросы объясняют только 52 (65%) — алкоголь или потерянный макрос"
warning,Perkins,Stella,atwater,"170 ккал, макросы объясняют только 88 (48%) — алкоголь или потерянный макрос"
error,Perkins,Sutter Home Cabernet,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Sutter Home Chardonnay,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Sutter Home Merlot,atwater,"120 ккал, макросы объясняют только 36 (70%) — алкоголь или потерянный макрос"
error,Perkins,Sutter Home Riesling,atwater,"130 ккал, макросы объясняют только 32 (75%) — алкоголь или потерянный макрос"
error,Perkins,Sutter Home White Wine Spritzer,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
warning,Perkins,Sutter Home White Zinfandel,atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
error,Perkins,Syrah Wine,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
error,Perkins,Tinhorn Creek Cab Franc,atwater,"110 ккал, макросы объясняют только 4 (96%) — алкоголь или потерянный макрос"
error,Perkins,White Wine Spritzer,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,White Zinfandel,atwater,"110 ккал, макросы объясняют только 20 (82%) — алкоголь или потерянный макрос"
error,Perkins,William Hill Estates Chardonnay,atwater,"120 ккал, макросы объясняют только 12 (90%) — алкоголь или потерянный макрос"
error,Perkins,Woodbridge Chardonnay,atwater,"120 ккал, макросы объясняют только 16 (87%) — алкоголь или потерянный макрос"
warning,Perkins,Yuengling,atwater,"130 ккал, макросы объясняют только 44 (66%) — алкоголь или потерянный макрос"
warning,Popeyes,"Cajun Fries, Regular",atwater,"268 ккал, макросы объясняют только 154 (43%) — алкоголь или потерянный макрос"
error,Popeyes,Hot Cinnamon Apple Pie,atwater,макросы дают 296 ккал против заявленных 236 (+25%)
error,Popeyes,Pepsi,atwater,макросы дают 280 ккал против заявленных 200 (+40%)
warning,Popeyes,Sweet Tea,atwater,"180 ккал, макросы объясняют только 64 (64%) — алкоголь или потерянный макрос"
error,Qdoba,Lite Sour Cream,atwater,макросы дают 65 ккал против заявленных 50 (+30%)
error,Quiznos,"Base, for Honey Mustard on Flatbread",atwater,макросы дают 255 ккал против заявленных 80 (+219%)
warning,Red Lobster,Bahama Mama,atwater,"370 ккал, макросы объясняют только 248 (33%) — алкоголь или потерянный макрос"
warning,Red Lobster,Berry Mango Daiquiri,atwater,"320 ккал, макросы объясняют только 216 (32%) — алкоголь или потерянный макрос"
error,Red Lobster,Bloody Mary,atwater,"110 ккал, макросы объясняют только 24 (78%) — алкоголь или потерянный макрос"
warning,Red Lobster,Caramel Appletini,atwater,"200 ккал, макросы объясняют только 108 (46%) — алкоголь или потерянный макрос"
warning,Red Lobster,Chocolate Martini,atwater,"340 ккал, макросы объясняют только 222 (35%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Classic Margarita, Frozen",atwater,"180 ккал, макросы объясняют только 92 (49%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Classic Margarita, On the Rocks",atwater,"120 ккал, макросы объясняют только 32 (73%) — алкоголь или потерянный макрос"
error,Red Lobster,Cosmopolitan,atwater,"170 ккал, макросы объясняют только 40 (76%) — алкоголь или потерянный макрос"
warning,Red Lobster,Grand Patron Margarita,atwater,"200 ккал, макросы объясняют только 64 (68%) — алкоголь или потерянный макрос"
error,Red Lobster,Hand Breaded Shrimp,atwater,макросы дают 534 ккал против заявленных 310 (+72%)
warning,Red Lobster,"Hard Cider, 10 oz",atwater,"200 ккал, макросы объясняют только 116 (42%) — алкоголь или потерянный макрос"
warning,Red Lobster,Irish Coffee,atwater,"200 ккал, макросы объясняют только 122 (39%) — алкоголь или потерянный макрос"
error,Red Lobster,"Light Beer, 12 oz",atwater,"100 ккал, макросы объясняют только 24 (76%) — алкоголь или потерянный макрос"
error,Red Lobster,"Light Draft Beer, 14 oz",atwater,"120 ккал, макросы объясняют только 28 (77%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Light Draft Beer, 20 oz",atwater,"170 ккал, макросы объясняют только 44 (74%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Lobsterita, Raspberry, Frozen",atwater,"500 ккал, макросы объясняют только 328 (34%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Lobsterita, Strawberry, Frozen",atwater,"500 ккал, макросы объясняют только 328 (34%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Lobsterita, Traditional, Frozen",atwater,"410 ккал, макросы объясняют только 228 (44%) — алкоголь или потерянный макрос"
error,Red Lobster,Manhattan,atwater,"160 ккал, макросы объясняют только 32 (80%) — алкоголь или потерянный макрос"
warning,Red Lobster,Mojito,atwater,"200 ккал, макросы объясняют только 128 (36%) — алкоголь или потерянный макрос"
error,Red Lobster,Old Fashioned,atwater,"170 ккал, макросы объясняют только 24 (86%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Peach Margarita, Frozen",atwater,"290 ккал, макросы объясняют только 200 (31%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Peach Margarita, On the Rocks",atwater,"170 ккал, макросы объясняют только 80 (53%) — алкоголь или потерянный макрос"
warning,Red Lobster,Perfect 1800 Margarita,atwater,"160 ккал, макросы объясняют только 52 (68%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Raspberry Margarita, Frozen",atwater,"280 ккал, макросы объясняют только 184 (34%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Raspberry Margarita, On the Rocks",atwater,"170 ккал, макросы объясняют только 80 (53%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Regular Beer, 12 oz",atwater,"150 ккал, макросы объясняют только 60 (60%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Regular Draft Beer, 14 oz",atwater,"180 ккал, макросы объясняют только 68 (62%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Regular Draft Beer, 20 oz",atwater,"260 ккал, макросы объясняют только 96 (63%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Sparkling, Spit",atwater,"160 ккал, макросы объясняют только 40 (75%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Strawberry Margarita, Frozen",atwater,"280 ккал, макросы объясняют только 188 (33%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Strawberry Margarita, On the Rocks",atwater,"170 ккал, макросы объясняют только 80 (53%) — алкоголь или потерянный макрос"
warning,Red Lobster,Strawberry Mojito,atwater,"290 ккал, макросы объясняют только 196 (32%) — алкоголь или потерянный макрос"
warning,Red Lobster,Tiki Passion Punch,atwater,"220 ккал, макросы объясняют только 152 (31%) — алкоголь или потерянный макрос"
warning,Red Lobster,Top Shelf Long Island Iced Tea,atwater,"180 ккал, макросы объясняют только 60 (67%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Top Shelf Margarita, Frozen",atwater,"220 ккал, макросы объясняют только 104 (53%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Top Shelf Margarita, On the Rocks",atwater,"160 ккал, макросы объясняют только 44 (72%) — алкоголь или потерянный макрос"
warning,Red Lobster,"Wine, 6 oz",atwater,"150 ккал, макросы объясняют только 40 (73%) — алкоголь или потерянный макрос"
error,Red Lobster,"Wine, 9 oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
error,Red Lobster,"Wine, Bottle",atwater,"640 ккал, макросы объясняют только 128 (80%) — алкоголь или потерянный макрос"
warning,Red Robin,Absolut Lemonade,atwater,"200 ккал, макросы объясняют только 116 (42%) — алкоголь или потерянный макрос"
warning,Red Robin,Alaskan Amber,atwater,"180 ккал, макросы объясняют только 76 (58%) — алкоголь или потерянный макрос"
warning,Red Robin,Angry Orchard Hard Cider,atwater,"200 ккал, макросы объясняют только 100 (50%) — алкоголь или потерянный макрос"
warning,Red Robin,"Barefoot Refresh Moscato Spritzer, 6 oz",atwater,"110 ккал, макросы объясняют только 52 (53%) — алкоголь или потерянный макрос"
warning,Red Robin,"Barefoot Refresh Moscato Spritzer, 9 oz",atwater,"170 ккал, макросы объясняют только 64 (62%) — алкоголь или потерянный макрос"
warning,Red Robin,Belgium Fat Tire,atwater,"140 ккал, макросы объясняют только 44 (69%) — алкоголь или потерянный макрос"
warning,Red Robin,Blue Moon Belgian White,atwater,"170 ккал, макросы объясняют только 64 (62%) — алкоголь или потерянный макрос"
warning,Red Robin,Blue Moon Can Crafted Cocktail,atwater,"220 ккал, макросы объясняют только 140 (36%) — алкоголь или потерянный макрос"
warning,Red Robin,Boulevard Wheat,atwater,"130 ккал, макросы объясняют только 48 (63%) — алкоголь или потерянный макрос"
error,Red Robin,Bud Light,atwater,"100 ккал, макросы объясняют только 24 (76%) — алкоголь или потерянный макрос"
warning,Red Robin,Budweiser,atwater,"150 ккал, макросы объясняют только 48 (68%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Cabernet Sauvignon, 6 oz",atwater,"170 ккал, макросы объясняют только 28 (84%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Cabernet Sauvignon, 9 oz",atwater,"250 ккал, макросы объясняют только 44 (82%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Chardonnay, 6 oz",atwater,"160 ккал, макросы объясняют только 24 (85%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Chardonnay, 9 oz",atwater,"230 ккал, макросы объясняют только 36 (84%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Merlot, 6 oz",atwater,"170 ккал, макросы объясняют только 28 (84%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Merlot, 9 oz",atwater,"250 ккал, макросы объясняют только 44 (82%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Pinot Grigio, 6 oz",atwater,"140 ккал, макросы объясняют только 20 (86%) — алкоголь или потерянный макрос"
error,Red Robin,"Canyon Road Pinot Grigio, 9 oz",atwater,"220 ккал, макросы объясняют только 28 (87%) — алкоголь или потерянный макрос"
warning,Red Robin,"Canyon Road White Zinfandel, 6 oz",atwater,"130 ккал, макросы объясняют только 40 (69%) — алкоголь или потерянный макрос"
warning,Red Robin,"Canyon Road White Zinfandel, 9 oz",atwater,"200 ккал, макросы объясняют только 56 (72%) — алкоголь или потерянный макрос"
error,Red Robin,"Carnivor Cabernet Sauvignon, 6 oz",atwater,"170 ккал, макросы объясняют только 28 (84%) — алкоголь или потерянный макрос"
error,Red Robin,"Carnivor Cabernet Sauvignon, 9 oz",atwater,"260 ккал, макросы объясняют только 40 (85%) — алкоголь или потерянный макрос"
error,Red Robin,"Clos Du Bois Cabernet Sauvignon, 9 oz",atwater,"190 ккал, макросы объясняют только 12 (94%) — алкоголь или потерянный макрос"
error,Red Robin,"Clos du Bois Cabernet Sauvignon, 6 oz",atwater,"130 ккал, макросы объясняют только 8 (94%) — алкоголь или потерянный макрос"
error,Red Robin,Coors Light,atwater,"100 ккал, макросы объясняют только 24 (76%) — алкоголь или потерянный макрос"
error,Red Robin,"Copper Ridge Cabernet Sauvignon, 6 oz",atwater,"140 ккал, макросы объясняют только 24 (83%) — алкоголь или потерянный макрос"
